Id,OwnerUserId,CreationDate,ParentId,Score,Body
92296,6496,2008-09-18T12:58:50Z,92230,5,"<p>Depending on exactly what you mean by ""gotten to grips with the basics"", I'd suggest reading through <a href=""http://www.diveintopython.net/"" rel=""nofollow"">Dive Into Python</a> and typing/executing all the chapter code, then get something like <a href=""http://www.amazon.co.uk/Programming-Collective-Intelligence-Building-Applications/dp/0596529325/"" rel=""nofollow"">Programming Collective Intelligence</a> and working through it - you'll learn python quite well, not to mention some quite excellent algorithms that'll come in handy to a web developer.</p>
"
92318,9951,2008-09-18T13:01:53Z,92230,14,"<p>Well, there are great ressources for advanced Python programming :</p>

<ul>
<li>Dive Into Python (<a href=""http://www.diveintopython.net/"">read it for free</a>)</li>
<li>Online python cookbooks (e.g. <a href=""http://code.activestate.com/recipes/langs/python/"">here</a> and <a href=""http://the.taoofmac.com/space/Python/Grimoire"">there</a>)</li>
<li>O'Reilly's Python Cookbook (see amazon)</li>
<li>A funny riddle game : <a href=""http://www.pythonchallenge.com/"">Python Challenge</a> </li>
</ul>

<p>Here is a list of subjects you must master if you want to write ""Python"" on your resume :</p>

<ul>
<li><a href=""http://docs.python.org/tutorial/datastructures.html#list-comprehensions"">list comprehensions</a></li>
<li><a href=""http://stackoverflow.com/questions/231767/the-python-yield-keyword-explained/231855#231855"">iterators and generators</a></li>
<li><a href=""http://stackoverflow.com/questions/739654/understanding-python-decorators/1594484#1594484"">decorators</a></li>
</ul>

<p>They are what make Python such a cool language (with the standard library of course, that I keep discovering everyday).</p>
"
92381,16361,2008-09-18T13:10:07Z,92230,1,"<p>Write a web app, likely in <a href=""http://www.djangoproject.com/"" rel=""nofollow"">Django</a> - the <a href=""http://docs.djangoproject.com/"" rel=""nofollow"">docs</a> will teach you a lot of good Python style.</p>

<p>Use some of the popular libraries like <a href=""http://pygments.org/"" rel=""nofollow"">Pygments</a> or the <a href=""http://www.feedparser.org/"" rel=""nofollow"">Universal Feed Parser</a>. Both of these make extremely useful functions, which are hard to get right, available in a well-documented API.</p>

<p>In general, I'd stay away from libs that aren't well documented -
you'll bang your head on the wall trying to reverse-engineer them -
and libraries that are wrappers around C libraries, if you don't have
any C experience. I worked on wxPython code when I was still learning
Python, which was my first language, and at the time it was little
more than a wrapper around wxWidgets. That code was easily the ugliest
I've ever written.</p>

<p>I didn't get that much out of Dive Into Python, except for the dynamic import chapter - that's not really well-documented elsewhere.</p>
"
92395,1694,2008-09-18T13:11:46Z,89228,1889,"<p>Here's a summary of the ways to call external programs and the advantages and disadvantages of each:</p>

<ol>
<li><p><code>os.system(""some_command with args"")</code> passes the command and arguments to your system's shell.  This is nice because you can actually run multiple commands at once in this manner and set up pipes and input/output redirection.  For example:  </p>

<pre><code>os.system(""some_command &lt; input_file | another_command &gt; output_file"")  
</code></pre>

<p>However, while this is convenient, you have to manually handle the escaping of shell characters such as spaces, etc.  On the other hand, this also lets you run commands which are simply shell commands and not actually external programs.  See <a href=""https://docs.python.org/2/library/os.html#os.system"">the documentation</a>.</p></li>
<li><p><code>stream = os.popen(""some_command with args"")</code> will do the same thing as <code>os.system</code> except that it gives you a file-like object that you can use to access standard input/output for that process.  There are 3 other variants of popen that all handle the i/o slightly differently.  If you pass everything as a string, then your command is passed to the shell; if you pass them as a list then you don't need to worry about escaping anything.  See <a href=""https://docs.python.org/2/library/os.html#os.popen"">the documentation</a>.</p></li>
<li><p>The <code>Popen</code> class of the <code>subprocess</code> module.  This is intended as a replacement for <code>os.popen</code> but has the downside of being slightly more complicated by virtue of being so comprehensive.  For example, you'd say:</p>

<pre><code>print subprocess.Popen(""echo Hello World"", shell=True, stdout=subprocess.PIPE).stdout.read()
</code></pre>

<p>instead of: </p>

<pre><code>print os.popen(""echo Hello World"").read()
</code></pre>

<p>but it is nice to have all of the options there in one unified class instead of 4 different popen functions.  See <a href=""https://docs.python.org/2/library/subprocess.html#popen-constructor"">the documentation</a>.</p></li>
<li><p>The <code>call</code> function from the <code>subprocess</code> module.  This is basically just like the <code>Popen</code> class and takes all of the same arguments, but it simply waits until the command completes and gives you the return code.  For example:</p>

<pre><code>return_code = subprocess.call(""echo Hello World"", shell=True)  
</code></pre>

<p>See <a href=""https://docs.python.org/2/library/subprocess.html#subprocess.call"">the documentation</a>.</p></li>
<li><p>If you're on Python 3.5 or later, you can use the new <a href=""https://docs.python.org/3.5/library/subprocess.html#subprocess.run""><code>subprocess.run</code></a> function, which is a lot like the above but even more flexible and returns a <a href=""https://docs.python.org/3.5/library/subprocess.html#subprocess.CompletedProcess""><code>CompletedProcess</code></a> object when the command finishes executing.</p></li>
<li><p>The os module also has all of the fork/exec/spawn functions that you'd have in a C program, but I don't recommend using them directly.</p></li>
</ol>

<p>The <code>subprocess</code> module should probably be what you use.</p>

<p>Finally please be aware that for all methods where you pass the final command to be executed by the shell as a string and you are responsible for escaping it. <strong>There are serious security implications</strong> if any part of the string that you pass can not be fully trusted. For example, if a user is entering some/any part of the string. If you are unsure, only use these methods with constants. To give you a hint of the implications consider this code:</p>

<pre><code>print subprocess.Popen(""echo %s "" % user_input, stdout=PIPE).stdout.read()
</code></pre>

<p>and imagine that the user enters ""my mama didnt love me &amp;&amp; rm -rf /"".</p>
"
92441,5190,2008-09-18T13:17:35Z,92438,0,"<p>The best I've come up with now is (thanks to the python-izers above) </p>

<pre><code>def filter_non_printable(str):
  return ''.join([c for c in str if ord(c) &gt; 31 or ord(c) == 9])
</code></pre>

<p>This is the only way I've found out that works with Unicode characters/strings</p>

<p>Any better options?</p>
"
92461,14106,2008-09-18T13:20:21Z,92230,1,"<p>People tend to say something along the lines of ""The best way to learn is by doing"" but I've always found that unless you're specifically learning a language to contribute to some project it's difficult to actually find little problems to tackle to keep yourself going.</p>

<p>A good solution to this is <a href=""http://projecteuler.net/"" rel=""nofollow"">Project Euler</a>, which has a list of various programming\mathematics challenges ranging from simple  to quite brain-taxing. As an example, the first challenge is:</p>

<blockquote>
  <p>If we list all the natural numbers below 10 that are multiples of 3 or 5, we get 3, 5, 6 and 9. The sum of these multiples is 23.</p>
</blockquote>

<p>And by problem #50 it's already getting a little tougher</p>

<blockquote>
  <p>Which prime, below one-million, can be written as the sum of the most consecutive primes</p>
</blockquote>

<p>There are 208 in total, but I think some new ones get added here and there.</p>

<p>While I already knew python fairly well before starting Project Euler, I found that I learned some cool tricks purely through using the language so much. Good luck!</p>
"
92488,17095,2008-09-18T13:23:14Z,92438,38,"<p>As far as I know, the most pythonic/efficient method would be:</p>

<pre><code>import string

filtered_string = filter(lambda x: x in string.printable, myStr)
</code></pre>
"
92491,10661,2008-09-18T13:23:41Z,92230,2,"<p>I'll plug <a href=""http://homepage.mac.com/s_lott/books/python.html"" rel=""nofollow"">Building Skills in Python</a>.   Plus, if you want something more challenging, <a href=""http://homepage.mac.com/s_lott/books/oodesign.html"" rel=""nofollow"">Building Skills in OO Design</a> is a rather large and complex series of exercises.</p>
"
92509,32538,2008-09-18T13:26:00Z,92438,4,"<p>This function uses list comprehensions and str.join, so it runs in linear time instead of O(n^2):</p>

<pre><code>from curses.ascii import isprint

def printable(input):
    return ''.join(char for char in input if isprint(char))
</code></pre>
"
92548,17095,2008-09-18T13:32:23Z,92533,2,"<p>I found struct.unpack to be a godsend for unpacking binary data formats after I learned of it!</p>
"
92682,238,2008-09-18T13:48:41Z,92565,2,"<p>The ""sample"" editor scite uses the bookmark feature to bookmark all the lines that match the search result.</p>
"
92691,9282,2008-09-18T13:49:59Z,92230,2,"<p><em>The Python Cookbook</em> is absolutely essential if you want to master idiomatic Python. Besides, that's the book that made me fall in love with the language.</p>
"
92710,12320,2008-09-18T13:52:27Z,90775,1,"<p>Well, well... I installed py2exe and I think it's a bug. In py2exe<code>_</code>util.c they should init rt<code>_</code>icon<code>_</code>id to 1 instead of 0. The way it is now, it's impossible to load the first format of the first icon using LoadIcon/LoadImage.</p>

<p>I'll notify the developers about this if it's not already a known issue.</p>

<p>A workaround, in the meantime, would be to include the same icon twice in your setup.py:</p>

<pre><code>'icon_resources': [(1, 'my_icon.ico'), (2, 'my_icon.ico')]
</code></pre>

<p>You can load the second one, while Windows will use the first one as the shell icon. Remember to use non-zero IDs though. :)</p>
"
92778,15459,2008-09-18T13:59:19Z,92565,9,"<p>Have you read the <a href=""http://scintilla.sourceforge.net/ScintillaDoc.html#Markers"">Markers reference in Scintilla doc</a>?
This reference can be a bit obscure, so I advise to take a look at the source code of SciTE as well. This text editor was originally a testbed for Scintilla. It grown to a full fledged editor, but it is still a good implementation reference for all things Scintilla.</p>

<p>In our particular case, there is a Mark All button in the Find dialog. You can find its implementation in SciTEBase::MarkAll() method. This method only loops on search results (until it loops on the first search result, if any) and puts a bookmark on the found lines (and optionally set an indicator on the found items).
The found line is gotten using SCI_LINEFROMPOSITION(posFound), the bookmark is just a call to SCI_MARKERADD(lineno, markerBookmark).
Note that the mark can be symbol in a margin, or if not associated to a margin, it will highlight the whole line.</p>

<p>HTH.</p>
"
92891,6865,2008-09-18T14:13:09Z,92373,1,"<p>Why don't you try <a href=""http://code.google.com/p/modwsgi/"" rel=""nofollow"">modwsgi</a>? It sounds as the preffered way these days for WSGI applications such as Django.</p>

<p>If you don't wan't to compile stuff for Fedora Core, that might be trickier.</p>

<p>Regarding 1) <a href=""http://fitri.manzanisimo.net/2008/05/23/hostmonster-python-25-subversion-14-django-svn-mysqldb-fcgid/"" rel=""nofollow"">this</a> seems to solve the fcgid configuration problem. </p>

<p>Note that you don't want to run the django application manually like this: <code>python manage.py runfcgi</code>, the fcgi is run by apache automatically if the setup is correct and restarted by <code>touch your.fcgi</code>.</p>
"
92953,12048,2008-09-18T14:18:51Z,92928,15,"<p>Just the thread.</p>
"
92986,2233,2008-09-18T14:22:52Z,92928,34,"<p>It will just sleep the thread except in the case where your application has only a single thread, in which case it will sleep the thread and effectively the process as well.</p>

<p>The python documentation on sleep doesn't specify this however, so I can certainly understand the confusion!</p>

<p><a href=""http://docs.python.org/2/library/time.html"">http://docs.python.org/2/library/time.html</a></p>
"
93029,107366,2008-09-18T14:28:04Z,92438,52,"<p>Iterating over strings is unfortunately rather slow in Python. Regular expressions are over an order of magnitude faster for this kind of thing. You just have to build the character class yourself. The <em>unicodedata</em> module is quite helpful for this, especially the <em>unicodedata.category()</em> function. See <a href=""http://www.unicode.org/reports/tr44/#General_Category_Values"">Unicode Character Database</a> for descriptions of the categories.</p>

<pre><code>import unicodedata, re

all_chars = (unichr(i) for i in xrange(0x110000))
control_chars = ''.join(c for c in all_chars if unicodedata.category(c) == 'Cc')
# or equivalently and much more efficiently
control_chars = ''.join(map(unichr, range(0,32) + range(127,160)))

control_char_re = re.compile('[%s]' % re.escape(control_chars))

def remove_control_chars(s):
    return control_char_re.sub('', s)
</code></pre>
"
93069,16148,2008-09-18T14:32:45Z,92928,6,"<p>The thread will block, but the process is still alive.</p>

<p>In a single threaded application, this means everything is blocked while you sleep.  In a multithreaded application, only the thread you explicitly 'sleep' will block and the other threads still run within the process.</p>
"
93179,1502059,2008-09-18T14:42:23Z,92928,219,"<p>It blocks the thread.  If you look in Modules/timemodule.c in the Python source, you'll see that in the call to <code>floatsleep()</code>, the substantive part of the sleep operation is wrapped in a Py_BEGIN_ALLOW_THREADS and Py_END_ALLOW_THREADS block, allowing other threads to continue to execute while the current one sleeps.  You can also test this with a simple python program:</p>

<pre><code>import time
from threading import Thread

class worker(Thread):
    def run(self):
    	for x in xrange(0,11):
    		print x
    		time.sleep(1)

class waiter(Thread):
    def run(self):
    	for x in xrange(100,103):
    		print x
    		time.sleep(5)

def run():
    worker().start()
    waiter().start()
</code></pre>

<p>Which will print:</p>

<pre><code>&gt;&gt;&gt; thread_test.run()
0
100
&gt;&gt;&gt; 1
2
3
4
5
101
6
7
8
9
10
102
</code></pre>
"
93312,16361,2008-09-18T14:56:26Z,91810,8,"<p>In addition to <code>pprint.pprint</code>, <code>pprint.pformat</code> is really useful for making readable <code>__repr__</code>s. My complex <code>__repr__</code>s usually look like so:</p>

<pre><code>def __repr__(self):
    from pprint import pformat

    return ""&lt;ClassName %s&gt;"" % pformat({""attrs"":self.attrs,
                                       ""that_i"":self.that_i,
                                       ""care_about"":self.care_about})
</code></pre>
"
93401,NA,2008-09-18T15:06:11Z,92620,0,"<p>www.google.com is not accessible by HTTPS.  It redirects to insecure HTTP.  To get to mail, you should be going go https://mail.google.com</p>
"
93404,407880,2008-09-18T15:06:36Z,92620,1,"<pre><code>import socket
socket.setdefaulttimeout(30000)
sock = socket.socket()
sock.connect(('www.google.com', 443))
ssl = socket.ssl(sock)
ssl.server()
--&gt; '/C=US/ST=California/L=Mountain View/O=Google Inc/CN=www.google.com'
</code></pre>

<p>It works just fine. I can't reproduce your error.</p>
"
93498,16917,2008-09-18T15:17:34Z,92533,1,"<p>I've found <a href=""http://docs.python.org/lib/module-sched.html"" rel=""nofollow"">sched module</a> to be helpful in cron-like activities. It simplifies things a lot. Unfortunately I found it too late. </p>
"
93557,11527,2008-09-18T15:25:37Z,92438,8,"<p>You could try setting up a filter using the <code>unicodedata.category()</code> function:</p>

<pre><code>printable = Set('Lu', 'Ll', ...)
def filter_non_printable(str):
  return ''.join(c for c in str if unicodedata.category(c) in printable)
</code></pre>

<p>See the <a href=""http://www.unicode.org/versions/Unicode9.0.0/ch04.pdf"" rel=""nofollow"">Unicode database character properties</a> for the available categories</p>
"
93831,9951,2008-09-18T15:54:07Z,93710,1,"<p>I think I have your poison :</p>

<p><a href=""http://sourceforge.net/projects/xmlite"" rel=""nofollow"">http://sourceforge.net/projects/xmlite</a></p>

<p>Cheers</p>
"
93850,452521,2008-09-18T15:55:24Z,93710,-4,"<p><strong>xml.etree.cElementTree</strong>, included in the default distribution of CPython since 2.5. Lightning fast for both reading and writing XML.</p>
"
93857,17898,2008-09-18T15:56:09Z,16861,12,"<p>The best way to prevent XSS is not to try and filter everything, but rather to simply do HTML Entity encoding.  For example, automatically turn &lt; into &amp;lt;.  This is the ideal solution assuming you don't need to accept any html input (outside of forum/comment areas where it is used as markup, it should be pretty rare to need to accept HTML); there are so many permutations via alternate encodings that anything but an ultra-restrictive whitelist (a-z,A-Z,0-9 for example) is going to let something through.</p>

<p>SQL Injection, contrary to other opinion, is still possible, if you are just building out a query string.  For example, if you are just concatenating an incoming parameter onto a query string, you will have SQL Injection.  The best way to protect against this is also not filtering, but rather to religiously use parameterized queries and NEVER concatenate user input.</p>

<p>This is not to say that filtering isn't still a best practice, but in terms of SQL Injection and XSS, you will be far more protected if you religiously use Parameterize Queries and HTML Entity Encoding.</p>
"
93865,17624,2008-09-18T15:56:57Z,92533,4,"<p>Oft overlooked modules, uses and tricks:</p>

<p>collections.defaultdict(): for when you want missing keys in a dict to have a default value.</p>

<p>functools.wraps(): for writing decorators that play nicely with introspection.</p>

<p>posixpath: the os.path module for POSIX systems. You can use it for manipulating POSIX paths (including URI elements) even on Windows and other non-POSIX systems.</p>

<p>ntpath: the os.path module for Windows; usable for manipulation of Windows paths on non-Windows systems.</p>

<p>(also: macpath, for MacOS 9 and earlier, os2emxpath for OS/2 EMX, but I'm not sure if anyone still cares.)</p>

<p>pprint: more structured printing of the repr() of containers makes debugging much easier.</p>

<p>imp: all the tools you need to write your own plugin system or make Python import modules from arbitrary archives.</p>

<p>rlcompleter: getting tab-completion in the normal interactive interpreter. Just do ""import readline, rlcompleter; readline.parse_and_bind('tab: complete')""</p>

<p>the PYTHONSTARTUP environment variable: can be set to the path to a file that will be executed (in the main namespace) when entering the interactive interpreter; useful for putting things in like the rlcompleter recipe above.</p>
"
93871,16361,2008-09-18T15:57:23Z,93710,-1,"<p>I've always had good results with <a href=""http://codespeak.net/lxml/"" rel=""nofollow"">lxml</a>. It's a pain to install, as it's mostly a wrapper around <a href=""http://xmlsoft.org/"" rel=""nofollow"">libxml2</a>, but <code>lxml.etree</code>  tree objects have a <code>.write()</code> method that takes a file-like object to stream to.</p>

<pre><code>from lxml.etree import XML

tree = XML('&lt;root&gt;&lt;a&gt;&lt;b/&gt;&lt;/a&gt;&lt;/root&gt;')
tree.write(your_file_object)
</code></pre>
"
93984,6267,2008-09-18T16:08:21Z,93710,0,"<p>Some years ago I used <code>MarkupWriter</code> from <a href=""http://4suite.org/index.xhtml"" rel=""nofollow"">4suite</a></p>

<blockquote>
<pre><code>General-purpose utility class for generating XML (may eventually be
expanded to produce more output types)

Sample usage:

from Ft.Xml import MarkupWriter
writer = MarkupWriter(indent=u""yes"")
writer.startDocument()
writer.startElement(u'xsa')
writer.startElement(u'vendor')
#Element with simple text (#PCDATA) content
writer.simpleElement(u'name', content=u'Centigrade systems')
#Note writer.text(content) still works
writer.simpleElement(u'email', content=u""info@centigrade.bogus"")
writer.endElement(u'vendor')
#Element with an attribute
writer.startElement(u'product', attributes={u'id': u""100\u00B0""})
#Note writer.attribute(name, value, namespace=None) still works
writer.simpleElement(u'name', content=u""100\u00B0 Server"")
#XML fragment
writer.xmlFragment('&lt;version&gt;1.0&lt;/version&gt;&lt;last-release&gt;20030401&lt;/last-release&gt;')
#Empty element
writer.simpleElement(u'changes')
writer.endElement(u'product')
writer.endElement(u'xsa')
writer.endDocument()

Note on the difference between 4Suite writers and printers
Writer  - module that exposes a broad public API for building output
          bit by bit
Printer - module that simply takes a DOM and creates output from it
          as a whole, within one API invokation
</code></pre>
</blockquote>

<p>Recently i hear a lot about how <a href=""http://codespeak.net/lxml/"" rel=""nofollow"">lxml</a> is great, but I don't have first-hand experience, and I had some fun working with <a href=""http://freshmeat.net/projects/gnosisxml/"" rel=""nofollow"">gnosis</a>.</p>
"
94114,6402,2008-09-18T16:22:28Z,93710,13,"<p>I think you'll find XMLGenerator from xml.sax.saxutils is the closest thing to what you want.</p>

<pre>
import time
from xml.sax.saxutils import XMLGenerator
from xml.sax.xmlreader import AttributesNSImpl

LOG_LEVELS = ['DEBUG', 'WARNING', 'ERROR']


class xml_logger:
    def __init__(self, output, encoding):
        """"""
        Set up a logger object, which takes SAX events and outputs
        an XML log file
        """"""
        logger = XMLGenerator(output, encoding)
        logger.startDocument()
        attrs = AttributesNSImpl({}, {})
        logger.startElementNS((None, u'log'), u'log', attrs)
        self._logger = logger
        self._output = output
        self._encoding = encoding
        return

    def write_entry(self, level, msg):
        """"""
        Write a log entry to the logger
        level - the level of the entry
        msg   - the text of the entry.  Must be a Unicode object
        """"""
        #Note: in a real application, I would use ISO 8601 for the date
        #asctime used here for simplicity
        now = time.asctime(time.localtime())
        attr_vals = {
            (None, u'date'): now,
            (None, u'level'): LOG_LEVELS[level],
            }
        attr_qnames = {
            (None, u'date'): u'date',
            (None, u'level'): u'level',
            }
        attrs = AttributesNSImpl(attr_vals, attr_qnames)
        self._logger.startElementNS((None, u'entry'), u'entry', attrs)
        self._logger.characters(msg)
        self._logger.endElementNS((None, u'entry'), u'entry')
        return

    def close(self):
        """"""
        Clean up the logger object
        """"""
        self._logger.endElementNS((None, u'log'), u'log')
        self._logger.endDocument()
        return

if __name__ == ""__main__"":
    #Test it out
    import sys
    xl = xml_logger(sys.stdout, 'utf-8')
    xl.write_entry(2, u""Vanilla log entry"")
    xl.close()   

</pre>

<p>You'll probably want to look at the rest of the article I got that from at <a href=""http://www.xml.com/pub/a/2003/03/12/py-xml.html"">http://www.xml.com/pub/a/2003/03/12/py-xml.html</a>.</p>
"
94206,8683,2008-09-18T16:33:46Z,94153,4,"<p>You could always use <em>shutil.copyfileobj</em>, in your example:</p>

<pre><code>new_file = open('bar.txt', 'rw')
shutil.copyfileobj(f, new_file)
</code></pre>
"
94339,3002,2008-09-18T16:45:37Z,94153,16,"<p>The file you create with <code>TemporaryFile</code> or <code>NamedTemporaryFile</code> is automatically removed when it's closed, which is why you get an error. If you don't want this, you can use <code>mkstemp</code> instead (see the docs for <a href=""http://docs.python.org/lib/module-tempfile.html"">tempfile</a>).</p>

<pre><code>&gt;&gt;&gt; import tempfile, shutil, os
&gt;&gt;&gt; fd, path = tempfile.mkstemp()
&gt;&gt;&gt; os.write(fd, 'foo')
&gt;&gt;&gt; os.close(fd)
&gt;&gt;&gt; shutil.copy(path, 'bar.txt')
&gt;&gt;&gt; os.remove(path)
</code></pre>
"
94385,4482,2008-09-18T16:50:48Z,94334,1,"<p>You could download the source of BitTorrent for starters and see how they did it.</p>

<p><a href=""http://download.bittorrent.com/dl/"" rel=""nofollow"">http://download.bittorrent.com/dl/</a></p>
"
94434,422,2008-09-18T16:55:34Z,94334,1,"<p>If it's something where you're going to need tons of threads and need better concurrent performance, check out <a href=""http://www.stackless.com/"" rel=""nofollow"">Stackless Python</a>. Otherwise you could just use the <a href=""http://en.wikipedia.org/wiki/SOAP"" rel=""nofollow"">SOAP</a> or <a href=""http://www.xmlrpc.com/"" rel=""nofollow"">XML-RPC</a> protocols. In response to Ben's post, if you don't want to look over the BitTorrent source, you could just look at the article on <a href=""http://en.wikipedia.org/wiki/BitTorrent_(protocol)"" rel=""nofollow"">the BitTorrent protocol</a>.</p>
"
94491,676,2008-09-18T17:03:42Z,94490,8,"<p>Here's how I did it (grabbing all files ending in "".ranks""):</p>

<pre><code>import urllib2, cStringIO, zipfile

try:
    remotezip = urllib2.urlopen(url)
    zipinmemory = cStringIO.StringIO(remotezip.read())
    zip = zipfile.ZipFile(zipinmemory)
    for fn in zip.namelist():
        if fn.endswith("".ranks""):
            ranks_data = zip.read(fn)
            for line in ranks_data.split(""\n""):
                # do something with each line
except urllib2.HTTPError:
    # handle exception
</code></pre>
"
94510,2603,2008-09-18T17:07:00Z,94334,2,"<p>You could checkout <a href=""http://pyprocessing.berlios.de/"" rel=""nofollow"">pyprocessing</a> which will be included in the standard library as of 2.6. It allows you to run tasks on multiple processes using an API similar to threading.</p>
"
94516,8427,2008-09-18T17:07:38Z,94490,1,"<p>Bear in mind that merely decompressing a ZIP file may result in <a href=""http://en.wikipedia.org/wiki/Decompression_bomb"" rel=""nofollow"">a security vulnerability</a>.</p>
"
94543,15401,2008-09-18T17:10:42Z,13857,-3,"<p>The best explanation I ever saw of a closure was to explain the mechanism.  It went something like this:</p>

<p>Imagine your program stack as a degenerate tree where each node has only one child and the single leaf node is the context of your currently executing procedure.</p>

<p>Now relax the constraint that each node can have only one child.</p>

<p>If you do this, you can have a construct ('yield') that can return from a procedure without discarding the local context (i.e. it doesn't pop it off the stack when you return).  The next time the procedure is invoked, the invocation picks up the old stack (tree) frame and continues executing where it left off.</p>
"
94551,16976,2008-09-18T17:11:53Z,92533,2,"<p><a href=""http://docs.python.org/lib/module-getpass.html"" rel=""nofollow"">getpass</a> is useful for determining the login name of the current user.</p>

<p><a href=""http://docs.python.org/lib/module-grp.html"" rel=""nofollow"">grp</a> allows you to lookup Unix group IDs by name, and vice versa.</p>

<p><a href=""http://docs.python.org/lib/module-dircache.html"" rel=""nofollow"">dircache</a> might be useful in situations where you're repeatedly polling the contents of a directory.</p>

<p><a href=""http://docs.python.org/lib/module-glob.html"" rel=""nofollow"">glob</a> can find filenames matching wildcards like a Unix shell does.</p>

<p><a href=""http://docs.python.org/lib/module-shutil.html"" rel=""nofollow"">shutil</a> is useful when you need to copy, delete or rename a file.</p>

<p><a href=""http://docs.python.org/lib/module-csv.html"" rel=""nofollow"">csv</a> can simplify parsing of delimited text files.</p>

<p><a href=""http://docs.python.org/lib/module-optparse.html"" rel=""nofollow"">optparse</a> provides a reliable way to parse command line options.</p>

<p><a href=""http://docs.python.org/lib/module-bz2.html"" rel=""nofollow"">bz2</a> comes in handy when you need to manipulate a bzip2-compressed file.</p>

<p><a href=""http://docs.python.org/lib/module-urlparse.html"" rel=""nofollow"">urlparse</a> will save you the hassle of breaking up a URL into component parts.</p>
"
94597,16051,2008-09-18T17:18:53Z,94334,9,"<p>I think you mean ""Networked Apps""? Distributed means an app that can split its workload among multiple worker clients over the network. </p>

<p>You probably want.
<a href=""http://twistedmatrix.com/trac/"">Twisted</a></p>
"
94869,14382,2008-09-18T17:46:36Z,78450,2,"<p>Well, it looks as if I will be answering my own question.</p>

<p>First, the documentation flat out lies where it reads ""In any style command the first row index may be set to one of the special strings 'splitlast' or 'splitfirst' to indicate that the style should be used only for the last row of a split table, or the first row of a continuation.""  In the current release, the ""splitlast"" and ""splitfirst"" row indices break with the aforementioned TypeErrors on the TEXTCOLOR and BACKGROUND commnds.</p>

<p>My suspicion, based on reading the source code, is that only the tablestyle line commands (GRID, BOX, LINEABOVE, and LINEBELOW) are currently compatible with the 'splitfirst' and 'splitlast' row indices.  I suspect that all cell commands break with the aforementioned TypeErrors.</p>

<p>However, I was able to do what I wanted by subclassing the Table class and overriding the onSplit method.  Here is my code:</p>

<pre><code>class XTable(Table):
    def onSplit(self, T, byRow=1):
        T.setStyle(TableStyle([
          ('TEXTCOLOR', (0, 1), (1, 1), colors.black)]))
</code></pre>

<p>What this does is apply the text color black to the first and second cell of the second row of each page.  (The first row is a header, repeated by the repeatRows parameter of the Table.)  More precisely, it is doing this to the first and second cell of each frame, but since I am using the SimpleDocTemplate, frames and pages are identical.</p>
"
94953,9402,2008-09-18T17:54:40Z,94935,0,"<p>See this <a href=""http://avinashv.net/2008/05/pythons-range-and-xrange/"" rel=""nofollow"">post</a> to find difference between range and xrange:</p>

<p>To quote:</p>

<blockquote>
  <p><code>range</code> returns exactly what you think: a list of consecutive
  integers, of a defined length beginning with 0. <code>xrange</code>, however,
  returns an <em>""xrange object""</em>, which acts a great deal like an iterator</p>
</blockquote>
"
94957,4482,2008-09-18T17:55:00Z,94935,25,"<p>xrange returns an iterator and only keeps one number in memory at a time.  range keeps the entire list of numbers in memory.</p>
"
94962,18031,2008-09-18T17:55:13Z,94935,460,"<p>range creates a list, so if you do <code>range(1, 10000000)</code> it creates a list in memory with <code>9999999</code> elements.</p>

<p><code>xrange</code> is a sequence object that  evaluates lazily.  </p>
"
94965,9323,2008-09-18T17:55:27Z,94935,2,"<p>range generates the entire list and returns it.  xrange does not -- it generates the numbers in the list on demand.</p>
"
94966,17457,2008-09-18T17:55:30Z,94935,2,"<p>xrange uses an iterator (generates values on the fly), range returns a list.</p>
"
94971,8570,2008-09-18T17:55:59Z,94935,18,"<p>Do spend some time with the <a href=""http://docs.python.org/lib/typesseq-xrange.html"">Library Reference</a>. The more familiar you are with it, the faster you can find answers to questions like this. Especially important are the first few chapters about builtin objects and types.</p>

<blockquote>
  <p>The advantage of the xrange type is that an xrange object will always 
  take the same amount of memory, no matter the size of the range it represents. 
  There are no consistent performance advantages.</p>
</blockquote>

<p>Another way to find quick information about a Python construct is the docstring and the help-function:</p>

<pre><code>print xrange.__doc__ # def doc(x): print x.__doc__ is super useful
help(xrange)
</code></pre>
"
94991,10661,2008-09-18T17:58:06Z,92533,1,"<p>Most of the other examples are merely overlooked, not unexpected uses for module.</p>

<p>fnmatch, like shlex, can be applied in unexpected ways.  fnmatch is a kind of poor-person's RE, and can be used for more than matching files, it can compare strings with the simplified wild-card patterns.</p>
"
95010,14260,2008-09-18T17:59:46Z,94935,8,"<p>It is for optimization reasons.</p>

<p>range() will create a list of values from start to end (0 .. 20 in your example). This will become an expensive operation on very large ranges.</p>

<p>xrange() on the other hand is much more optimised. it will only compute the next value when needed (via an xrange sequence object) and does not create a list of all values like range() does.</p>
"
95014,927,2008-09-18T18:00:05Z,94952,3,"<p>An option you may consider, if an LL parser is ok to you, is to give <a href=""http://www.antlr.org/wiki/display/ANTLR3/Antlr3PythonTarget"" rel=""nofollow"">ANTLR</a> a try, it can generate python too (actually it is LL(*) as they name it, * stands for the quantity of lookahead it can cope with).</p>
"
